OrderID,OrderDate,OrderYear,OrderMonth,MonthNumber,OrderDayOfWeek,OrderQuarter,Quantity,TotalAmount,CustomerID,CustomerName,Gender,City,Country,EmailDomain,ProductID,ProductName,UnitPrice,Rating,Category
2674,2026-06-12,2026,June,6,Friday,Q2,2,69.06,823,Jennifer Hart,Female,South Jaredchester,Netherlands,gmail.com,25,Black Dust,34.53,5,Romance
2675,2026-01-20,2026,January,1,Tuesday,Q1,5,126.35,1921,Hannah Smith,Female,South Frederick,Vanuatu,gmail.com,24,Chase Me (Paris Nights #2),25.27,5,Romance
2676,2024-09-17,2024,September,9,Tuesday,Q3,3,41.97,36,Kyle Hooper,Male,Port Alexanderport,Latvia,gmail.com,11,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2,Default
2677,2024-06-01,2024,June,6,Saturday,Q2,2,50.54,2,Cristian Santos,Male,West Melanieview,Sri Lanka,hotmail.com,24,Chase Me (Paris Nights #2),25.27,5,Romance
2678,2023-12-04,2023,December,12,Monday,Q4,4,218.56,1237,Brianna Tran,Female,Henrymouth,Malawi,gmail.com,26,Birdsong: A Story in Pictures,54.64,3,Childrens
2679,2026-04-21,2026,April,4,Tuesday,Q2,5,88.3,340,Mike Brandt,Male,New Jeremy,Bouvet Island (Bouvetoya),gmail.com,31,The Four Agreements: A Practical Guide to Personal Freedom,17.66,5,Spirituality
2680,2024-08-29,2024,August,8,Thursday,Q3,5,103.3,1766,Tanya Johnson,Female,Port Jason,United States Minor Outlying Islands,hotmail.com,12,Shakespeare's Sonnets,20.66,4,Poetry
2681,2024-02-22,2024,February,2,Thursday,Q1,2,107.48,1048,Elizabeth Roberts,Female,East Karlstad,Cuba,yahoo.com,2,Tipping the Velvet,53.74,1,Historical Fiction
2682,2025-08-11,2025,August,8,Monday,Q3,3,105.06,1903,Jerry Nelson,Male,South Danielle,Kenya,yahoo.com,15,Rip it Up and Start Again,35.02,5,Music
2683,2024-12-14,2024,December,12,Saturday,Q4,4,95.28,820,Amanda Cannon,Female,Lake Edwardstad,Germany,gmail.com,33,The Elephant Tree,23.82,5,Thriller
2684,2025-02-25,2025,February,2,Tuesday,Q1,3,42.81,1388,Brett Gibbs,Male,Bellland,British Indian Ocean Territory (Chagos Archipelago),yahoo.com,48,Untitled Collection: Sabbath Poems 2014,14.27,4,Poetry
2685,2023-09-16,2023,September,9,Saturday,Q3,2,95.64,869,Selena Bailey,Female,Ramirezburgh,Burundi,gmail.com,4,Sharp Objects,47.82,4,Mystery
2686,2025-04-15,2025,April,4,Tuesday,Q2,4,200.4,1963,Andrew Boyle,Male,Fosterfort,Japan,gmail.com,3,Soumission,50.1,1,Fiction
2687,2026-07-01,2026,July,7,Wednesday,Q3,4,218.56,1334,Samantha Simpson,Female,New Brianshire,Dominica,gmail.com,26,Birdsong: A Story in Pictures,54.64,3,Childrens
2688,2024-12-23,2024,December,12,Monday,Q4,2,102.66,1521,Ryan Savage,Male,South Christopherview,Korea,hotmail.com,19,Libertarianism for Beginners,51.33,2,Politics
2689,2026-06-08,2026,June,6,Monday,Q2,4,149.28,1983,David Riley,Male,North Jose,Afghanistan,hotmail.com,22,How Music Works,37.32,2,Music
2690,2026-04-25,2026,April,4,Saturday,Q2,1,52.22,1854,Kathleen Mcmillan,Female,Millerfurt,Dominican Republic,gmail.com,39,Behind Closed Doors,52.22,4,Thriller
2691,2025-04-22,2025,April,4,Tuesday,Q2,2,75.18,1983,David Riley,Male,North Jose,Afghanistan,hotmail.com,18,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1,Science Fiction
2692,2023-11-24,2023,November,11,Friday,Q4,4,229.0,1717,Susan Boyer,Female,Edwardsbury,Norway,hotmail.com,16,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,3,Music
2693,2024-06-10,2024,June,6,Monday,Q2,1,47.82,833,Cesar Brown,Male,New Donaldchester,Congo,yahoo.com,4,Sharp Objects,47.82,4,Mystery
2694,2024-05-14,2024,May,5,Tuesday,Q2,5,103.3,1477,Amber Thomas,Female,South Cherylberg,Comoros,hotmail.com,12,Shakespeare's Sonnets,20.66,4,Poetry
2695,2024-04-30,2024,April,4,Tuesday,Q2,3,61.98,972,William Cohen,Male,South Nicole,British Indian Ocean Territory (Chagos Archipelago),hotmail.com,12,Shakespeare's Sonnets,20.66,4,Poetry
2696,2024-12-04,2024,December,12,Wednesday,Q4,4,229.24,1635,Benjamin Ryan,Male,Port Marvinmouth,Russian Federation,gmail.com,41,Slow States of Collapse: Poems,57.31,3,Poetry
2697,2025-03-19,2025,March,3,Wednesday,Q1,5,250.5,132,Martin Reynolds,Male,Markmouth,Brazil,gmail.com,3,Soumission,50.1,1,Fiction
2698,2026-01-12,2026,January,1,Monday,Q1,1,15.94,1155,Crystal Baxter,Female,West Emilyton,Gambia,hotmail.com,35,Sophie's World,15.94,5,Philosophy
2699,2024-06-18,2024,June,6,Tuesday,Q2,1,35.02,1251,Keith Casey,Male,East Saraside,Gibraltar,yahoo.com,15,Rip it Up and Start Again,35.02,5,Music
2700,2024-07-11,2024,July,7,Thursday,Q3,5,172.65,719,Mark Morgan,Male,South Mitchellbury,Cote d'Ivoire,yahoo.com,25,Black Dust,34.53,5,Romance
2701,2026-04-14,2026,April,4,Tuesday,Q2,3,132.54,186,Ashley Gordon,Female,West Wendy,Liechtenstein,yahoo.com,49,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",44.18,4,Nonfiction
2702,2024-02-21,2024,February,2,Wednesday,Q1,1,53.13,1321,Gary Werner,Male,Stephaniebury,Mozambique,gmail.com,28,Aladdin and His Wonderful Lamp,53.13,3,Default
2703,2024-10-12,2024,October,10,Saturday,Q4,4,207.08,13,Sean Barrera,Male,Brianshire,Lesotho,gmail.com,1,A Light in the Attic,51.77,3,Poetry
2704,2025-07-02,2025,July,7,Wednesday,Q3,3,67.8,526,Richard Johnston,Male,Joshuastad,Iran,gmail.com,9,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,4,Default
2705,2025-11-17,2025,November,11,Monday,Q4,2,74.64,803,Barbara Lambert,Female,Port Heatherchester,Botswana,gmail.com,22,How Music Works,37.32,2,Music
2706,2025-03-08,2025,March,3,Saturday,Q1,1,14.27,1491,Ashley Mckee,Female,Perkinschester,Australia,hotmail.com,48,Untitled Collection: Sabbath Poems 2014,14.27,4,Poetry
2707,2025-12-25,2025,December,12,Thursday,Q4,1,23.11,1085,Francisco Conrad,Male,Moodyhaven,Peru,hotmail.com,44,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,5,Nonfiction
2708,2025-12-14,2025,December,12,Sunday,Q4,2,31.88,733,Connor Henderson,Male,North Samantha,Samoa,yahoo.com,35,Sophie's World,15.94,5,Philosophy
2709,2024-04-09,2024,April,4,Tuesday,Q2,1,52.22,373,Alexis Yang,Female,Matthewburgh,Croatia,yahoo.com,39,Behind Closed Doors,52.22,4,Thriller
2710,2024-03-17,2024,March,3,Sunday,Q1,5,250.5,1135,Robert Bullock,Male,Port Kimberly,Congo,yahoo.com,3,Soumission,50.1,1,Fiction
2711,2026-01-09,2026,January,1,Friday,Q1,1,44.18,1908,Beverly Cunningham,Female,South Mollymouth,Senegal,hotmail.com,30,Wall and Piece,44.18,4,Art
2712,2025-01-08,2025,January,1,Wednesday,Q1,1,50.27,41,Lindsey Johnson,Female,South Michaelmouth,Gibraltar,gmail.com,47,"We Love You, Charlie Freeman",50.27,5,Fiction
2713,2026-03-14,2026,March,3,Saturday,Q1,4,57.08,354,Dominic Johnson,Male,East Daniel,Saint Pierre and Miquelon,yahoo.com,48,Untitled Collection: Sabbath Poems 2014,14.27,4,Poetry
2714,2026-07-30,2026,July,7,Thursday,Q3,5,126.35,119,David Gomez,Male,Grayside,Lebanon,yahoo.com,24,Chase Me (Paris Nights #2),25.27,5,Romance
2715,2023-12-28,2023,December,12,Thursday,Q4,2,90.14,1142,Patrick Heath,Male,Kelseyfort,Lithuania,gmail.com,45,Without Borders (Wanderlove #1),45.07,2,New Adult
2716,2026-08-29,2026,August,8,Saturday,Q3,3,112.77,1237,Brianna Tran,Female,Henrymouth,Malawi,gmail.com,18,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1,Science Fiction
2717,2025-09-15,2025,September,9,Monday,Q3,5,152.6,1165,Troy Young,Male,New Matthewside,Kazakhstan,gmail.com,23,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,3,Food and Drink
2718,2024-10-18,2024,October,10,Friday,Q4,2,37.56,956,Anthony Stuart,Male,Bakerbury,Lesotho,hotmail.com,50,Unicorn Tracks,18.78,3,Fantasy
2719,2026-05-07,2026,May,5,Thursday,Q2,4,78.52,1701,Laura Hernandez,Female,East Jacob,Trinidad and Tobago,hotmail.com,38,"In a Dark, Dark Wood",19.63,1,Mystery
2720,2026-08-01,2026,August,8,Saturday,Q3,5,87.3,1626,Ashley Bowen,Female,Carrillostad,Azerbaijan,gmail.com,13,Set Me Free,17.46,5,Young Adult
2721,2025-10-20,2025,October,10,Monday,Q4,2,47.76,664,Eric Graham,Male,Lake Stacey,Marshall Islands,gmail.com,17,Olio,23.88,1,Poetry
2722,2024-08-18,2024,August,8,Sunday,Q3,4,95.28,1557,Sara Erickson,Female,Fieldsbury,Guernsey,yahoo.com,33,The Elephant Tree,23.82,5,Thriller
2723,2025-03-18,2025,March,3,Tuesday,Q1,2,27.98,69,Bernard Bean,Male,Brittanystad,Madagascar,hotmail.com,11,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2,Default
2724,2025-03-15,2025,March,3,Saturday,Q1,5,112.5,1263,Robin Hart,Female,Pattonstad,Cyprus,gmail.com,27,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.5,3,Default
2725,2026-06-08,2026,June,6,Monday,Q2,1,52.29,990,Richard Mendoza,Male,Caldwellbury,Togo,gmail.com,14,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,5,Sequential Art
2726,2023-10-15,2023,October,10,Sunday,Q4,4,95.28,1214,Ryan Jordan,Male,Ashleyview,Germany,gmail.com,33,The Elephant Tree,23.82,5,Thriller
2727,2025-08-01,2025,August,8,Friday,Q3,4,95.52,1919,Brandon King,Male,South Robertshire,Iceland,yahoo.com,17,Olio,23.88,1,Poetry
2728,2024-12-03,2024,December,12,Tuesday,Q4,1,23.11,1105,Kathryn Shields,Female,North Hunterburgh,Suriname,gmail.com,44,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,5,Nonfiction
2729,2025-11-24,2025,November,11,Monday,Q4,4,209.16,1857,Sheila Davenport,Female,Jenniferhaven,Eritrea,hotmail.com,14,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,5,Sequential Art
2730,2026-08-15,2026,August,8,Saturday,Q3,3,71.64,1772,Jennifer Jackson,Female,North Annachester,Oman,gmail.com,17,Olio,23.88,1,Poetry
2731,2024-05-25,2024,May,5,Saturday,Q2,2,114.5,1389,Noah Simmons,Male,Williamsport,Switzerland,gmail.com,16,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,3,Music
2732,2025-12-14,2025,December,12,Sunday,Q4,1,30.52,469,Jason Edwards,Male,Jimenezside,Qatar,gmail.com,23,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,3,Food and Drink
2733,2024-12-09,2024,December,12,Monday,Q4,1,33.63,1910,Anthony Lowery,Male,South Susan,Niger,hotmail.com,40,You can't bury them all: Poems,33.63,2,Poetry
2734,2025-01-25,2025,January,1,Saturday,Q1,2,88.36,58,John Strickland,Male,South Melaniechester,Poland,hotmail.com,30,Wall and Piece,44.18,4,Art
2735,2026-07-07,2026,July,7,Tuesday,Q3,3,156.87,931,Alexis Hall,Female,Martinezside,Belize,gmail.com,14,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,5,Sequential Art
2736,2025-07-18,2025,July,7,Friday,Q3,5,184.45,1621,Erika Russell,Female,East Jasonchester,Puerto Rico,gmail.com,34,The Bear and the Piano,36.89,1,Childrens
2737,2023-12-02,2023,December,12,Saturday,Q4,1,34.53,1585,Spencer Juarez,Male,Angelahaven,Kazakhstan,yahoo.com,25,Black Dust,34.53,5,Romance
2738,2024-03-04,2024,March,3,Monday,Q1,1,19.63,1560,Steven Romero,Male,North Mark,South Africa,hotmail.com,38,"In a Dark, Dark Wood",19.63,1,Mystery
2739,2024-02-08,2024,February,2,Thursday,Q1,4,55.96,174,Shawn Baker,Male,North Julie,Uruguay,hotmail.com,11,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2,Default
2740,2023-11-23,2023,November,11,Thursday,Q4,1,36.89,42,Ashley Martin,Female,Gutierrezborough,Maldives,yahoo.com,34,The Bear and the Piano,36.89,1,Childrens
2741,2024-09-07,2024,September,9,Saturday,Q3,1,22.5,1774,James Foley,Male,South Stuartview,Turkmenistan,hotmail.com,27,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.5,3,Default
2742,2024-11-16,2024,November,11,Saturday,Q4,3,159.39,927,Dawn Santiago,Female,North Darlenemouth,Dominican Republic,yahoo.com,28,Aladdin and His Wonderful Lamp,53.13,3,Default
2743,2025-05-17,2025,May,5,Saturday,Q2,5,220.9,894,Kelly Burnett,Female,Garciaton,Kyrgyz Republic,hotmail.com,49,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",44.18,4,Nonfiction
2744,2026-02-06,2026,February,2,Friday,Q1,3,163.92,1055,Jill Torres,Female,Mollyfort,Benin,yahoo.com,26,Birdsong: A Story in Pictures,54.64,3,Childrens
2745,2024-01-06,2024,January,1,Saturday,Q1,1,19.63,1242,Troy Olsen,Male,New Renee,Paraguay,gmail.com,38,"In a Dark, Dark Wood",19.63,1,Mystery
2746,2023-09-22,2023,September,9,Friday,Q3,3,162.69,427,Stanley Bryant,Male,Haleton,Dominican Republic,hotmail.com,5,Sapiens: A Brief History of Humankind,54.23,5,History
2747,2025-01-07,2025,January,1,Tuesday,Q1,2,31.88,474,Kimberly Adams,Female,Rachelburgh,Papua New Guinea,yahoo.com,35,Sophie's World,15.94,5,Philosophy
2748,2024-10-02,2024,October,10,Wednesday,Q4,1,33.63,1150,Denise Davis,Female,Lake Cory,Guernsey,yahoo.com,40,You can't bury them all: Poems,33.63,2,Poetry
2749,2025-08-28,2025,August,8,Thursday,Q3,2,66.58,1030,Leah Wheeler,Female,Smithburgh,Romania,hotmail.com,36,Penny Maybe,33.29,3,Default
2750,2026-08-12,2026,August,8,Wednesday,Q3,4,70.64,1576,Antonio Gregory,Male,Lake Isaiah,Bahamas,yahoo.com,31,The Four Agreements: A Practical Guide to Personal Freedom,17.66,5,Spirituality
2751,2026-03-06,2026,March,3,Friday,Q1,1,22.65,48,Michael Garcia,Male,East Christian,Trinidad and Tobago,gmail.com,6,The Requiem Red,22.65,1,Young Adult
2752,2024-12-27,2024,December,12,Friday,Q4,1,12.84,177,Amber Ward,Female,Maxview,San Marino,gmail.com,21,In Her Wake,12.84,1,Thriller
2753,2025-05-02,2025,May,5,Friday,Q2,5,175.1,583,Michelle Edwards,Female,South Lisa,Saint Martin,gmail.com,15,Rip it Up and Start Again,35.02,5,Music
2754,2024-05-16,2024,May,5,Thursday,Q2,1,50.1,1521,Ryan Savage,Male,South Christopherview,Korea,hotmail.com,3,Soumission,50.1,1,Fiction
2755,2026-05-28,2026,May,5,Thursday,Q2,2,41.32,1103,Eric Parker,Male,North Tara,Palestinian Territory,yahoo.com,12,Shakespeare's Sonnets,20.66,4,Poetry
2756,2025-04-07,2025,April,4,Monday,Q2,2,103.54,723,Douglas Gibbs,Male,Garrettside,Cayman Islands,yahoo.com,1,A Light in the Attic,51.77,3,Poetry
2757,2026-01-23,2026,January,1,Friday,Q1,4,208.88,146,Victoria Peck,Female,Port Raymondport,Niue,gmail.com,39,Behind Closed Doors,52.22,4,Thriller
2758,2026-08-05,2026,August,8,Wednesday,Q3,5,132.05,536,Maxwell Patterson,Male,South Daniel,Svalbard & Jan Mayen Islands,gmail.com,42,Reasons to Stay Alive,26.41,2,Nonfiction
2759,2024-12-28,2024,December,12,Saturday,Q4,4,90.4,1495,Joan Torres,Female,Port Brooke,Somalia,gmail.com,9,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,4,Default
2760,2023-10-20,2023,October,10,Friday,Q4,2,95.64,1514,Tyler Roberts,Male,Welchbury,Mali,yahoo.com,4,Sharp Objects,47.82,4,Mystery
2761,2024-04-23,2024,April,4,Tuesday,Q2,3,135.21,1368,Sarah Young,Female,North Michaelland,Equatorial Guinea,hotmail.com,45,Without Borders (Wanderlove #1),45.07,2,New Adult
2762,2024-12-05,2024,December,12,Thursday,Q4,3,120.9,1082,Peter Carter,Male,East Stephanietown,Myanmar,gmail.com,29,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,40.3,5,Nonfiction
2763,2025-12-22,2025,December,12,Monday,Q4,4,51.36,267,Ashley Lopez,Female,Josephstad,Colombia,hotmail.com,21,In Her Wake,12.84,1,Thriller
2764,2026-01-10,2026,January,1,Saturday,Q1,2,88.36,1802,Keith Hopkins,Male,Charlesview,Micronesia,hotmail.com,49,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",44.18,4,Nonfiction
2765,2024-05-30,2024,May,5,Thursday,Q2,2,47.76,811,Ashley Fritz,Female,Orozcoland,Guam,hotmail.com,17,Olio,23.88,1,Poetry
2766,2024-09-16,2024,September,9,Monday,Q3,2,35.86,990,Richard Mendoza,Male,Caldwellbury,Togo,gmail.com,8,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,3,Default
2767,2026-01-08,2026,January,1,Thursday,Q1,2,75.18,1695,Trevor Thomas,Male,Brandonbury,El Salvador,hotmail.com,18,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1,Science Fiction
2768,2024-11-23,2024,November,11,Saturday,Q4,2,90.14,207,Samantha Brooks,Female,Lake Crystal,Croatia,hotmail.com,45,Without Borders (Wanderlove #1),45.07,2,New Adult
2769,2023-11-03,2023,November,11,Friday,Q4,3,159.39,353,Maria Scott,Female,Hendersonton,Cook Islands,hotmail.com,28,Aladdin and His Wonderful Lamp,53.13,3,Default
2770,2026-01-28,2026,January,1,Wednesday,Q1,5,251.35,1813,Lawrence Miller,Male,Darylview,Ghana,hotmail.com,47,"We Love You, Charlie Freeman",50.27,5,Fiction
2771,2024-10-11,2024,October,10,Friday,Q4,4,180.28,214,Joel Howard,Male,Hammondborough,United States of America,yahoo.com,45,Without Borders (Wanderlove #1),45.07,2,New Adult
2772,2024-04-21,2024,April,4,Sunday,Q2,4,229.0,1225,Kenneth Silva,Male,West Paul,Faroe Islands,yahoo.com,16,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,3,Music
2773,2025-11-02,2025,November,11,Sunday,Q4,5,201.5,140,Monica Ellis,Female,Kramerton,Aruba,hotmail.com,29,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,40.3,5,Nonfiction
2774,2025-07-10,2025,July,7,Thursday,Q3,1,36.89,345,Christina Bates,Female,North Gregoryport,Turks and Caicos Islands,yahoo.com,34,The Bear and the Piano,36.89,1,Childrens
2775,2025-10-29,2025,October,10,Wednesday,Q4,5,132.05,971,Ryan Solomon,Male,Dianamouth,Jersey,yahoo.com,42,Reasons to Stay Alive,26.41,2,Nonfiction
2776,2026-02-28,2026,February,2,Saturday,Q1,4,133.16,1180,Shelby Simon,Female,Andersonshire,New Zealand,hotmail.com,36,Penny Maybe,33.29,3,Default
2777,2023-10-04,2023,October,10,Wednesday,Q4,2,107.48,850,Angela Martin,Female,East Jefferyland,Uganda,yahoo.com,2,Tipping the Velvet,53.74,1,Historical Fiction
2778,2024-09-15,2024,September,9,Sunday,Q3,4,161.2,1884,Amber Jones,Female,Patriciaborough,New Caledonia,yahoo.com,29,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,40.3,5,Nonfiction
2779,2025-07-15,2025,July,7,Tuesday,Q3,4,209.16,1667,Amanda Smith,Female,Crystalview,Bermuda,hotmail.com,14,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,5,Sequential Art
2780,2024-06-24,2024,June,6,Monday,Q2,5,184.45,1126,Matthew Henry,Male,Josephside,Iraq,hotmail.com,34,The Bear and the Piano,36.89,1,Childrens
2781,2025-12-28,2025,December,12,Sunday,Q4,2,66.58,1918,Eugene Wilson,Male,Jodyland,Anguilla,yahoo.com,36,Penny Maybe,33.29,3,Default
2782,2025-11-29,2025,November,11,Saturday,Q4,3,41.97,1186,Donna Lynch,Female,Port Thomaston,Uruguay,yahoo.com,11,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2,Default
2783,2024-11-11,2024,November,11,Monday,Q4,4,208.88,1238,Jennifer Stone,Female,North Marcus,Guam,hotmail.com,39,Behind Closed Doors,52.22,4,Thriller
2784,2025-05-18,2025,May,5,Sunday,Q2,3,58.89,1781,Traci Schwartz,Female,New Sara,Belarus,yahoo.com,38,"In a Dark, Dark Wood",19.63,1,Mystery
2785,2023-09-16,2023,September,9,Saturday,Q3,4,127.08,572,Thomas Johnson,Male,Farmerland,Zimbabwe,hotmail.com,46,When We Collided,31.77,1,Contemporary
2786,2023-11-21,2023,November,11,Tuesday,Q4,1,23.11,383,Mike Perry,Male,Lake Lindaland,Belize,hotmail.com,44,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,5,Nonfiction
2787,2025-03-10,2025,March,3,Monday,Q1,1,57.31,855,James Thomas,Male,Gilesview,Iraq,hotmail.com,41,Slow States of Collapse: Poems,57.31,3,Poetry
2788,2024-12-02,2024,December,12,Monday,Q4,2,100.54,325,Mary Moreno,Female,Justinburgh,Niger,hotmail.com,47,"We Love You, Charlie Freeman",50.27,5,Fiction
2789,2024-01-29,2024,January,1,Monday,Q1,2,39.26,677,Robert Thomas,Male,Port April,Iran,yahoo.com,38,"In a Dark, Dark Wood",19.63,1,Mystery
2790,2026-01-03,2026,January,1,Saturday,Q1,2,100.54,452,Amy Cooper,Female,Davidmouth,Zimbabwe,hotmail.com,47,"We Love You, Charlie Freeman",50.27,5,Fiction
2791,2025-01-07,2025,January,1,Tuesday,Q1,1,25.27,426,Kevin Shaw,Male,Johnstonland,France,hotmail.com,24,Chase Me (Paris Nights #2),25.27,5,Romance
2792,2024-04-26,2024,April,4,Friday,Q2,3,142.83,1589,Holly Weber,Female,Alvaradoview,Paraguay,hotmail.com,43,Private Paris (Private #10),47.61,5,Fiction
2793,2025-11-10,2025,November,11,Monday,Q4,5,113.25,1074,Deborah Jackson,Female,North Brianfort,Portugal,gmail.com,6,The Requiem Red,22.65,1,Young Adult
2794,2025-01-22,2025,January,1,Wednesday,Q1,1,54.64,35,Yesenia Pierce,Female,Hillshire,Senegal,yahoo.com,26,Birdsong: A Story in Pictures,54.64,3,Childrens
2795,2026-03-30,2026,March,3,Monday,Q1,2,95.22,496,Bruce Dominguez,Male,East Chrisshire,Switzerland,gmail.com,43,Private Paris (Private #10),47.61,5,Fiction
2796,2024-10-15,2024,October,10,Tuesday,Q4,5,239.1,1466,David Gordon,Male,Matthewview,Honduras,yahoo.com,4,Sharp Objects,47.82,4,Mystery
2797,2026-07-10,2026,July,7,Friday,Q3,1,17.93,692,Melanie Mckinney,Female,Lake Katieberg,Panama,hotmail.com,8,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,3,Default
2798,2024-08-16,2024,August,8,Friday,Q3,5,132.05,875,Joel Johnson,Male,South Eric,Montserrat,gmail.com,42,Reasons to Stay Alive,26.41,2,Nonfiction
2799,2024-06-09,2024,June,6,Sunday,Q2,3,95.31,251,Joseph Jones,Male,Brandonbury,New Caledonia,gmail.com,46,When We Collided,31.77,1,Contemporary
2800,2024-10-12,2024,October,10,Saturday,Q4,2,41.32,1919,Brandon King,Male,South Robertshire,Iceland,yahoo.com,12,Shakespeare's Sonnets,20.66,4,Poetry
2801,2026-04-24,2026,April,4,Friday,Q2,4,201.08,476,Kathryn Saunders,Female,Wrightberg,Saint Lucia,gmail.com,47,"We Love You, Charlie Freeman",50.27,5,Fiction
2802,2026-04-24,2026,April,4,Friday,Q2,2,34.92,1709,Dawn Larson,Female,Atkinsonville,Haiti,hotmail.com,13,Set Me Free,17.46,5,Young Adult
2803,2025-01-23,2025,January,1,Thursday,Q1,2,90.34,665,James Garcia,Male,Morrisport,Afghanistan,gmail.com,20,It's Only the Himalayas,45.17,2,Travel
2804,2023-11-22,2023,November,11,Wednesday,Q4,3,38.52,754,Kelly Welch,Female,Zacharychester,Fiji,yahoo.com,21,In Her Wake,12.84,1,Thriller
2805,2025-02-25,2025,February,2,Tuesday,Q1,3,162.69,896,Jillian Warner,Female,Maryfurt,Jordan,hotmail.com,5,Sapiens: A Brief History of Humankind,54.23,5,History
2806,2023-12-06,2023,December,12,Wednesday,Q4,3,159.39,87,Tracy Downs,Female,Port Troy,Guyana,hotmail.com,28,Aladdin and His Wonderful Lamp,53.13,3,Default
2807,2025-01-13,2025,January,1,Monday,Q1,5,64.2,1051,Katherine Mendez,Female,Gibsonview,Latvia,yahoo.com,21,In Her Wake,12.84,1,Thriller
2808,2026-04-05,2026,April,4,Sunday,Q2,3,159.39,942,Garrett Griffith,Male,East Victorialand,Iceland,yahoo.com,28,Aladdin and His Wonderful Lamp,53.13,3,Default
2809,2024-08-17,2024,August,8,Saturday,Q3,1,35.02,1727,Darren Holmes,Male,North Michelle,Micronesia,yahoo.com,15,Rip it Up and Start Again,35.02,5,Music
2810,2025-01-05,2025,January,1,Sunday,Q1,1,25.27,1978,Jason Glenn,Male,Jacquelineburgh,Senegal,hotmail.com,24,Chase Me (Paris Nights #2),25.27,5,Romance
2811,2025-02-16,2025,February,2,Sunday,Q1,5,186.6,348,Amy Sanchez,Female,Adamsfort,Namibia,gmail.com,22,How Music Works,37.32,2,Music
2812,2026-07-25,2026,July,7,Saturday,Q3,3,99.87,1107,Shane Cruz,Male,Port Joshuatown,Cote d'Ivoire,gmail.com,36,Penny Maybe,33.29,3,Default
2813,2024-01-21,2024,January,1,Sunday,Q1,1,13.99,1471,Christopher Carpenter,Male,Port Dave,Bermuda,yahoo.com,11,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2,Default
2814,2026-06-20,2026,June,6,Saturday,Q2,3,38.52,1065,Miguel Clark,Male,Johnton,Romania,gmail.com,21,In Her Wake,12.84,1,Thriller
2815,2026-04-22,2026,April,4,Wednesday,Q2,2,109.28,1217,Crystal Smith,Female,Geraldburgh,Guam,hotmail.com,26,Birdsong: A Story in Pictures,54.64,3,Childrens
2816,2024-12-24,2024,December,12,Tuesday,Q4,1,18.02,616,Stacey Thompson,Female,West Ryan,Guadeloupe,gmail.com,37,Maude (1883-1993):She Grew Up with the country,18.02,2,Default
2817,2025-05-19,2025,May,5,Monday,Q2,4,207.08,453,Laura Smith,Female,Smithmouth,Germany,gmail.com,1,A Light in the Attic,51.77,3,Poetry
2818,2025-10-09,2025,October,10,Thursday,Q4,4,75.12,1724,Allen Powell,Male,New Daniel,Comoros,hotmail.com,50,Unicorn Tracks,18.78,3,Fantasy
